timestamp_ms,ax,ay,az,gx,gy,gz,label,temp_c,steps,bat_mv,bat_soc,hr_bpm,spo2_pct
1779984004302,3485,15740,-4902,-139,14,-90,walking,0.00,0,0,0,0,0
1779984004302,3397,15663,-5010,-122,16,-89,walking,0.00,0,0,0,0,0
1779984004304,3493,15522,-5055,-102,19,-102,walking,0.00,0,0,0,0,0
1779984004332,3654,15463,-5101,-86,9,-115,walking,0.00,0,0,0,0,0
1779984004332,3751,15456,-5133,-79,-11,-134,walking,0.00,0,0,0,0,0
1779984004333,3654,15402,-4927,-60,-39,-151,walking,0.00,0,0,0,0,0
1779984004364,3576,15201,-4839,-19,-63,-168,walking,0.00,0,0,0,0,0
1779984004365,3665,14967,-5018,16,-83,-189,walking,0.00,0,0,0,0,0
1779984004365,3577,14757,-4909,31,-116,-221,walking,0.00,0,0,0,0,0
1779984004393,3507,14766,-4787,37,-137,-253,walking,0.00,0,0,0,0,0
1779984004393,3517,14859,-4685,42,-162,-288,walking,0.00,0,0,0,0,0
1779984004393,3613,14942,-4537,55,-192,-323,walking,0.00,0,0,0,0,0
1779984004424,3577,14816,-4495,65,-225,-364,walking,0.00,0,0,0,0,0
1779984004426,3396,14738,-4391,57,-261,-401,walking,0.00,0,0,0,0,0
1779984004426,3276,14646,-4151,58,-299,-429,walking,0.00,0,0,0,0,0
1779984004452,2982,14375,-4127,67,-337,-456,walking,0.00,0,0,0,0,0
1779984004454,2342,14042,-4273,57,-368,-489,walking,0.00,0,0,0,0,0
1779984004455,1954,13958,-4560,6,-383,-516,walking,0.00,0,0,0,0,0
1779984004482,1910,14142,-4520,-34,-401,-538,walking,0.00,0,0,0,0,0
1779984004483,1906,14104,-4432,-38,-414,-577,walking,0.00,0,0,0,0,0
1779984004483,1846,13859,-4467,-34,-420,-635,walking,0.00,0,0,0,0,0
1779984004513,1531,13885,-4429,-35,-425,-690,walking,0.00,0,0,0,0,0
1779984004513,1277,14308,-4403,-36,-424,-743,walking,0.00,0,0,0,0,0
1779984004514,1093,14678,-4299,4,-422,-809,walking,0.00,0,0,0,0,0
1779984004543,996,14841,-4283,88,-412,-889,walking,0.00,0,0,0,0,0
1779984004543,809,14762,-4379,181,-394,-977,walking,0.00,0,0,0,0,0
1779984004544,591,14496,-4621,245,-362,-1064,walking,0.00,0,0,0,0,0
1779984004573,333,14159,-4997,254,-322,-1148,walking,0.00,0,0,0,0,0
1779984004573,137,13746,-5217,205,-281,-1233,walking,0.00,0,0,0,0,0
1779984004574,88,13503,-5347,104,-232,-1307,walking,0.00,0,0,0,0,0
1779984004607,92,13569,-5485,-20,-191,-1386,walking,0.00,0,0,0,0,0
1779984004608,129,13913,-5194,-127,-178,-1493,walking,0.00,0,0,0,0,0
1779984004608,-103,14144,-4834,-211,-165,-1606,walking,0.00,0,0,0,0,0
1779984004634,-330,14576,-4700,-281,-147,-1675,walking,0.00,0,0,0,0,0
1779984004634,-586,15427,-4478,-302,-145,-1723,walking,0.00,0,0,0,0,0
1779984004634,-772,16060,-4106,-272,-162,-1807,walking,0.00,0,0,0,0,0
1779984004663,-966,16540,-3686,-215,-187,-1876,walking,0.00,0,0,0,0,0
1779984004664,-479,16873,-3729,-150,-205,-1907,walking,0.00,0,0,0,0,0
1779984004664,-1073,16555,-3608,-96,-245,-1948,walking,0.00,0,0,0,0,0
1779984004692,-1699,16852,-3518,-41,-270,-1926,walking,0.00,0,0,0,0,0
1779984004692,-1579,17114,-3902,23,-290,-1890,walking,0.00,0,0,0,0,0
1779984004694,-1567,17018,-4157,82,-322,-1883,walking,0.00,0,0,0,0,0
1779984004724,-1542,16981,-4307,149,-337,-1873,walking,0.00,0,0,0,0,0
1779984004724,-1671,16874,-4412,227,-349,-1866,walking,0.00,0,0,0,0,0
1779984004724,-1850,16705,-4188,304,-361,-1855,walking,0.00,0,0,0,0,0
1779984004754,-1793,16621,-4409,350,-363,-1825,walking,0.00,0,0,0,0,0
1779984004754,-1545,16525,-4441,367,-383,-1792,walking,0.00,0,0,0,0,0
1779984004754,-1330,16302,-4255,383,-422,-1781,walking,0.00,0,0,0,0,0
1779984004785,-1243,15606,-3970,405,-465,-1793,walking,0.00,0,0,0,0,0
1779984004785,-1260,15156,-3863,425,-488,-1798,walking,0.00,0,0,0,0,0
1779984004785,-1481,15332,-4102,407,-500,-1790,walking,0.00,0,0,0,0,0
1779984004813,-2295,16044,-4273,370,-512,-1769,walking,0.00,0,0,0,0,0
1779984004814,-3428,17256,-4593,360,-501,-1731,walking,0.00,0,0,0,0,0
1779984004814,-4428,18346,-4804,418,-460,-1673,walking,0.00,0,0,0,0,0
1779984004842,-5121,18590,-4642,575,-391,-1618,walking,0.00,0,0,0,0,0
1779984004843,-5231,18001,-4762,787,-309,-1557,walking,0.00,0,0,0,0,0
1779984004845,-5015,17283,-4746,976,-256,-1478,walking,0.00,0,0,0,0,0
1779984004873,-4552,16825,-4665,1114,-229,-1396,walking,0.00,0,0,0,0,0
1779984004873,-4224,16406,-4635,1183,-215,-1332,walking,0.00,0,0,0,0,0
1779984004874,-4301,15830,-4833,1178,-203,-1268,walking,0.00,0,0,0,0,0
1779984004903,-4682,15246,-5139,1119,-185,-1187,walking,0.00,0,0,0,0,0
1779984004905,-5215,14946,-5289,1056,-170,-1114,walking,0.00,0,0,0,0,0
1779984004906,-5447,14574,-5478,1011,-147,-1101,walking,0.00,0,0,0,0,0
1779984004934,-5403,14088,-5390,959,-104,-1120,walking,0.00,0,0,0,0,0
1779984004934,-5667,13387,-5520,883,-50,-1158,walking,0.00,0,0,0,0,0
1779984004935,-5838,12850,-5483,804,-12,-1211,walking,0.00,0,0,0,0,0
1779984004964,-5962,12901,-5184,746,2,-1282,walking,0.00,0,0,0,0,0
1779984004966,-6221,12759,-4850,700,-3,-1405,walking,0.00,0,0,0,0,0
1779984004966,-6417,12380,-4546,642,-11,-1553,walking,0.00,0,0,0,0,0
1779984004993,-7084,12144,-4247,553,-37,-1700,walking,0.00,0,0,0,0,0
1779984004998,-8533,12219,-4085,425,-77,-1808,walking,0.00,0,0,0,0,0
1779984004999,-9932,12261,-4376,266,-103,-1838,walking,0.00,0,0,0,0,0
1779984005023,-11020,11856,-4590,117,-120,-1771,walking,0.00,0,0,0,0,0
1779984005023,-11484,11299,-4734,26,-142,-1676,walking,0.00,0,0,0,0,0
1779984005023,-11430,10862,-5155,-29,-165,-1623,walking,0.00,0,0,0,0,0
1779984005055,-11194,10298,-5377,-81,-200,-1645,walking,0.00,0,0,0,0,0
1779984005057,-10709,8302,-5778,-253,-253,-1711,walking,0.00,0,0,0,0,0
1779984005057,-11008,7619,-5938,-391,-270,-1648,walking,0.00,0,0,0,0,0
1779984005085,-11416,7011,-5845,-517,-280,-1561,walking,0.00,0,0,0,0,0
1779984005087,-12089,6865,-5642,-623,-268,-1490,walking,0.00,0,0,0,0,0
1779984005087,-13537,8020,-5789,-716,-233,-1402,walking,0.00,0,0,0,0,0
1779984005114,-14728,9528,-6744,-733,-177,-1256,walking,0.00,0,0,0,0,0
1779984005114,-15550,10198,-7074,-512,-126,-1069,walking,0.00,0,0,0,0,0
1779984005114,-16455,10407,-7048,-114,-68,-919,walking,0.00,0,0,0,0,0
1779984005143,-16988,9825,-6948,241,15,-878,walking,0.00,0,0,0,0,0
1779984005143,-17030,8647,-7006,467,88,-889,walking,0.00,0,0,0,0,0
1779984005144,-16680,7382,-7122,539,117,-871,walking,0.00,0,0,0,0,0
1779984005173,-16381,6307,-6907,466,106,-809,walking,0.00,0,0,0,0,0
1779984005173,-16277,5708,-6310,280,68,-733,walking,0.00,0,0,0,0,0
1779984005174,-15881,5621,-5962,43,18,-678,walking,0.00,0,0,0,0,0
1779984005204,-15233,5661,-5742,-180,-51,-664,walking,0.00,0,0,0,0,0
1779984005204,-14743,5447,-5699,-393,-125,-697,walking,0.00,0,0,0,0,0
1779984005204,-14539,5270,-5673,-638,-183,-759,walking,0.00,0,0,0,0,0
1779984005234,-14389,5383,-5638,-885,-228,-819,walking,0.00,0,0,0,0,0
1779984005236,-14403,5809,-5779,-1065,-270,-845,walking,0.00,0,0,0,0,0
1779984005237,-14165,6582,-5967,-1139,-294,-817,walking,0.00,0,0,0,0,0
1779984005263,-13753,7532,-6022,-1093,-297,-775,walking,0.00,0,0,0,0,0
1779984005264,-13807,8186,-6080,-969,-282,-755,walking,0.00,0,0,0,0,0
1779984005264,-13809,8415,-6256,-809,-249,-750,walking,0.00,0,0,0,0,0
1779984005295,-13559,8224,-6405,-642,-207,-734,walking,0.00,0,0,0,0,0
1779984005295,-13231,7734,-6335,-484,-159,-688,walking,0.00,0,0,0,0,0
1779984005296,-12975,7316,-6420,-338,-99,-624,walking,0.00,0,0,0,0,0
1779984005326,-12739,7001,-6515,-200,-68,-588,walking,0.00,0,0,0,0,0
1779984005326,-12683,6510,-6386,-114,-61,-613,walking,0.00,0,0,0,0,0
1779984005326,-12667,5740,-6167,-126,-49,-681,walking,0.00,0,0,0,0,0
1779984005353,-12474,5057,-6082,-221,-38,-729,walking,0.00,0,0,0,0,0
1779984005354,-12281,4851,-5926,-353,-46,-744,walking,0.00,0,0,0,0,0
1779984005355,-12168,5062,-5913,-478,-62,-775,walking,0.00,0,0,0,0,0
1779984005384,-12051,5377,-6146,-610,-68,-845,walking,0.00,0,0,0,0,0
1779984005386,-11954,5943,-6129,-748,-83,-898,walking,0.00,0,0,0,0,0
1779984005387,-11820,6760,-5762,-841,-119,-927,walking,0.00,0,0,0,0,0
1779984005414,-11848,7381,-5344,-834,-166,-917,walking,0.00,0,0,0,0,0
1779984005415,-12082,7855,-5391,-741,-199,-887,walking,0.00,0,0,0,0,0
1779984005416,-12301,8108,-5662,-621,-221,-873,walking,0.00,0,0,0,0,0
1779984005447,-12419,8033,-5490,-493,-245,-857,walking,0.00,0,0,0,0,0
1779984005448,-12362,7952,-5141,-328,-267,-834,walking,0.00,0,0,0,0,0
1779984005448,-12315,7827,-4992,-152,-297,-814,walking,0.00,0,0,0,0,0
1779984005473,-12355,7314,-5171,-14,-317,-796,walking,0.00,0,0,0,0,0
1779984005473,-12293,6689,-5463,47,-323,-766,walking,0.00,0,0,0,0,0
