timestamp_ms,ecg_raw
1781829811518,1796
1781829811520,1840
1781829811522,1911
1781829811524,1990
1781829811526,2083
1781829811528,2173
1781829811530,2250
1781829811532,2313
1781829811534,2402
1781829811536,2536
1781829811518,2703
1781829811520,2873
1781829811522,3033
1781829811524,3159
1781829811526,3234
1781829811528,3214
1781829811530,3120
1781829811532,2989
1781829811534,2829
1781829811536,2696
1781829811576,2605
1781829811578,2537
1781829811580,2492
1781829811582,2465
1781829811584,2431
1781829811586,2380
1781829811588,2308
1781829811590,2235
1781829811592,2157
1781829811594,2100
1781829811576,2087
1781829811578,2094
1781829811580,2097
1781829811582,2109
1781829811584,2120
1781829811586,2112
1781829811588,2087
1781829811590,2033
1781829811592,1978
1781829811594,1955
1781829811606,1945
1781829811608,1943
1781829811610,1956
1781829811612,1988
1781829811614,2027
1781829811616,2048
1781829811618,2030
1781829811620,1990
1781829811622,1954
1781829811624,1944
1781829811606,1952
1781829811608,1975
1781829811610,1996
1781829811612,2027
1781829811614,2048
1781829811616,2047
1781829811618,2029
1781829811620,1989
1781829811622,1964
1781829811624,1953
1781829811639,1957
1781829811641,1997
1781829811643,2045
1781829811645,2073
1781829811647,2098
1781829811649,2107
1781829811651,2084
1781829811653,2035
1781829811655,1993
1781829811657,1979
1781829811639,1999
1781829811641,2038
1781829811643,2082
1781829811645,2130
1781829811647,2167
1781829811649,2171
1781829811651,2143
1781829811653,2099
1781829811655,2053
1781829811657,2031
1781829811640,2049
1781829811642,2093
1781829811644,2123
1781829811646,2153
1781829811648,2188
1781829811650,2201
1781829811652,2182
1781829811654,2129
1781829811656,2086
1781829811658,2065
1781829811675,2081
1781829811677,2125
1781829811679,2165
1781829811681,2209
1781829811683,2242
1781829811685,2258
1781829811687,2240
1781829811689,2208
1781829811691,2173
1781829811693,2157
1781829811675,2165
1781829811677,2198
1781829811679,2241
1781829811681,2280
1781829811683,2309
1781829811685,2322
1781829811687,2307
1781829811689,2268
1781829811691,2220
1781829811693,2185
1781829811735,2187
1781829811737,2205
1781829811739,2238
1781829811741,2270
1781829811743,2307
1781829811745,2328
1781829811747,2313
1781829811749,2272
1781829811751,2242
1781829811753,2235
1781829811736,2232
1781829811738,2233
1781829811740,2245
1781829811742,2264
1781829811744,2271
1781829811746,2267
1781829811748,2242
1781829811750,2191
1781829811752,2140
1781829811754,2097
1781829811767,2087
1781829811769,2096
1781829811771,2118
1781829811773,2139
1781829811775,2147
1781829811777,2130
1781829811779,2103
1781829811781,2049
1781829811783,1987
1781829811785,1944
1781829811767,1944
1781829811769,1962
1781829811771,1972
1781829811773,1984
1781829811775,1991
1781829811777,1993
1781829811779,1972
1781829811781,1936
1781829811783,1890
1781829811785,1852
1781829811831,1838
1781829811833,1847
1781829811835,1865
1781829811837,1889
1781829811839,1903
1781829811841,1907
1781829811843,1887
1781829811845,1837
1781829811847,1779
1781829811849,1750
1781829811831,1761
1781829811833,1774
1781829811835,1793
1781829811837,1822
1781829811839,1839
1781829811841,1842
1781829811843,1819
1781829811845,1765
1781829811847,1722
1781829811849,1690
1781829811831,1686
1781829811833,1709
1781829811835,1732
1781829811837,1759
1781829811839,1785
1781829811841,1791
1781829811843,1769
1781829811845,1718
1781829811847,1661
1781829811849,1632
1781829811866,1645
1781829811868,1678
1781829811870,1719
1781829811872,1762
1781829811874,1785
1781829811876,1792
1781829811878,1759
1781829811880,1711
1781829811882,1664
1781829811884,1632
1781829811866,1637
1781829811868,1664
1781829811870,1701
1781829811872,1734
1781829811874,1758
1781829811876,1757
1781829811878,1734
1781829811880,1686
1781829811882,1638
1781829811884,1607
1781829811906,1608
1781829811908,1639
1781829811910,1675
1781829811912,1704
1781829811914,1723
1781829811916,1730
1781829811918,1711
1781829811920,1670
1781829811922,1612
1781829811924,1577
1781829811906,1573
1781829811908,1596
1781829811910,1632
1781829811912,1662
1781829811914,1691
1781829811916,1711
1781829811918,1708
1781829811920,1672
1781829811922,1631
1781829811924,1609
1781829811960,1600
1781829811962,1627
1781829811964,1665
1781829811966,1698
1781829811968,1724
1781829811970,1742
1781829811972,1726
1781829811974,1693
1781829811976,1643
1781829811978,1614
1781829811960,1622
1781829811962,1637
1781829811964,1648
1781829811966,1665
1781829811968,1698
1781829811970,1728
1781829811972,1722
1781829811974,1680
1781829811976,1632
1781829811978,1605
1781829811997,1606
1781829811999,1622
1781829812001,1655
1781829812003,1691
1781829812005,1719
1781829812007,1728
1781829812009,1709
1781829812011,1668
1781829812013,1619
1781829812015,1590
1781829811997,1591
1781829811999,1634
1781829812001,1681
1781829812003,1715
1781829812005,1740
1781829812007,1753
1781829812009,1740
1781829812011,1695
1781829812013,1656
1781829812015,1638
1781829811997,1639
1781829811999,1662
1781829812001,1697
1781829812003,1734
1781829812005,1766
1781829812007,1785
1781829812009,1776
1781829812011,1739
1781829812013,1704
1781829812015,1695
1781829812061,1710
1781829812063,1732
1781829812065,1762
1781829812067,1801
1781829812069,1823
1781829812071,1820
1781829812073,1777
1781829812075,1721
1781829812077,1669
1781829812079,1639
1781829812061,1642
1781829812063,1661
1781829812065,1673
1781829812067,1698
1781829812069,1722
1781829812071,1729
1781829812073,1704
1781829812075,1656
1781829812077,1613
1781829812079,1585
1781829812090,1588
1781829812092,1610
1781829812094,1635
1781829812096,1672
1781829812098,1714
1781829812100,1742
1781829812102,1726
1781829812104,1680
1781829812106,1634
1781829812108,1605
1781829812090,1589
1781829812092,1597
1781829812094,1627
1781829812096,1670
1781829812098,1696
1781829812100,1688
1781829812102,1661
1781829812104,1619
1781829812106,1572
1781829812108,1548
1781829812151,1556
1781829812153,1587
1781829812155,1616
1781829812157,1648
1781829812159,1680
1781829812161,1688
1781829812163,1670
1781829812165,1622
1781829812167,1575
1781829812169,1562
1781829812151,1561
1781829812153,1579
1781829812155,1606
1781829812157,1628
1781829812159,1636
1781829812161,1626
1781829812163,1606
1781829812165,1571
1781829812167,1537
1781829812169,1532
